Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;JSV kood VSR-i jaoks
409704009;;Antiikne švannoom;Ancient schwannoma (morphologic abnormality);;0;11.09.2017;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud diagnoosi 199945011 Ancient schwannoma;
26522000;;Antikehade vahendatud siiriku äratõukereaktsioon;Hyperacute graft rejection (finding);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
59877000;;Aordi kaasasündinud väärarend;Congenital anomaly of aorta (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
53320004;;Aordikeha kasvaja;Aortic body tumor (morphologic abnormality);;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;;
7305005;;Aordikoarktatsioon;Coarctation of aorta (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
74400008;;Apenditsiit;Appendicitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
81407003;;Periapikaalne granuloom;Apical granuloma (disorder);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus nimetus: Apikaalne granuloom -> Periapikaalne granuloom;
45486003;;Aplaasia;Aplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
306058006;;Aplastiline aneemia;Aplastic anemia (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
57141000;;Apokriinne adenokartsinoom;Apocrine adenocarcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
36318001;;Apokriinne adenoom;Apocrine adenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
81274009;;Apokriinne metaplaasia;Apocrine metaplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
178377003;;Apoplektiline tsüst;Apoplectic cyst (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
68225006;;Areaatalopeetsia;Alopecia areata (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
67217006;;Arias-Stella efekt;Arias-Stella effect (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
12402003;;Arm;Scar (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
68109007;;Arteri ahenemine;Stricture of artery (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
17941002;;Arterioloskleroos;Arteriolosclerosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
297218007;;Arterioosjuha kaasasündinud vääraend;Congenital abnormality of ductus arteriosus (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
28960008;;Arterioskleroos;Arteriosclerosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
11556006;;Arteriovenoosne aneurüsm;Arteriovenous aneurysm (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128617001;;Arteriovenoosne fistul;Arteriovenous fistula (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
11071001;;Arteriovenoosne malformatsioon;Racemose hemangioma (morphologic abnormality);;0;19.12.2016;;30.05.2023;Eesti Patoloogide Selts;1;Muudetud eestikeelset nimetust: Arteriovenoosne malformatsioon/ hemangioom -> Arteriovenoosne malformatsioon;
24551003;;Arteriovenoosne väärarend;Arteriovenous malformation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
19061001;;Ascaris lumbricoides;Ascaris lumbricoides (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89050001;;Aschoffi kehake;Rheumatic nodule (morphologic abnormality);;0;19.12.2016;;29.11.2018;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Aschoff body (morphologic abnormality)  -> Rheumatic nodule (morphologic abnormality);
22149007;;Aschoff-Rokitansky siinus;Aschoff-Rokitansky sinuses (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
398199007;;Aseptiline luunekroos;Aseptic necrosis of bone (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
72756009;;Aseptiline nekroos;Aseptic necrosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
2429008;;Aspergillus sp;Aspergillus (organism);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus Nimetus: Aspergillus spp. -> Aspergillus sp;
68052005;;Aspiratsioon;Pulmonary aspiration (finding);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
155597006;;Aspiratsioonipneumoniit;Aspiration pneumonitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
48952003;;Astroblastoom;Astroblastoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
33160002;;Astroviirus;Human astrovirus (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
123750006;;Asümmeetriline hüpertroofia;Asymmetric hypertrophy (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
46621007;;Atelektaas;Atelectasis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
10690002;;Ateromatoosne embol;Atheromatous embolus (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
48434008;;Ateroom;Atheroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
38716007;;Ateroskleroos;Atherosclerosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
53672001;;Aterosklerootiline aneurüsm;Atherosclerotic aneurysm (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128693001;;Atrioventrikulaarsõlme tsüstiline kasvaja;Cystic tumor of atrio-ventricular node (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
13331008;;Atroofia;Atrophy (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
103641005;;Atroofiaga seotud reaktiivsed rakulised muutused;Reactive cellular changes associated with atrophy (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
56699007;;Atroofiline endomeetrium;Atrophic endometrium (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
84568007;;Atroofiline gastriit;Atrophic gastritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
52441000;;Atroofiline vaginiit;Atrophic vaginitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
21109002;;Atsidofiilne adenoom;Acidophil adenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
51217003;;Atsidofiilne kartsinoom;Acidophil carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
450897002;;Atsinaar-duktaalne kartsinoom;Mixed acinar-ductal carcinoma (morphologic abnormality);;0;19.12.2016;;29.11.2018;Eesti Patoloogide Selts;1;Korrigeeritud eestikeelset nimetust: Atsinaar-duktaalrakuline tsüstadenokartsinoom -> Atsinaar-duktaalne kartsinoom;
75707018;;Atsinaarne adenokartsinoom;Acinar adenocarcinoma;;0;19.12.2016;28.04.2020;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 822969007 Acinar cell cystadenocarcinoma of lung (disorder);
45410002;;Atsinaarrakuline kartsinoom;Acinar cell carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
128703004;;Atsinaarrakuline tsüstadenokartsinoom;Acinar cell cystadenocarcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
44085002;;Atüüpia, kahtlus pahaloomulisusele;Atypia suspicious for malignancy (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
103673004;;Atüüpiline apokriinne metaplaasia;Atypical apocrine metaplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
708799007;;Atüüpiline basaalrakuline hüperplaasia;Atypical basal cell hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
26496005;;Atüüpiline fibroosne histiotsütoom;Atypical fibrous histiocytoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
110447009;;Atüüpiline fibrotsüstiline haigus;Atypical fibrocystic disease (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
17474009;;Atüüpiline glandulaarne hüperplaasia;Atypical glandular hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
32416003;;Atüüpiline hüperplaasia;Atypical hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
110446000;;Atüüpiline intestinaalne metaplaasia;Atypical intestinal metaplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
6660000;;Atüüpiline intraduktaalne hüperplaasia;Atypical intraductal hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128658008;;Atüüpiline kartsinoid;Atypical carcinoid tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;3- limaskesta high-grade neoplaasia
128826001;;Atüüpiline krooniline müeloidleukeemia, BCR-ABL1 negatiivne;Atypical chronic myeloid leukemia, BCR/ABL negative (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703701000;;Atüüpiline kõhreline kasvaja;Atypical cartilaginous tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
63114009;;Atüüpiline lamerakuline metaplaasia;Atypical squamous metaplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
48897006;;Atüüpiline leiomüoom;Bizarre leiomyoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
116063003;;Atüüpiline lipomatoosne kasvaja;Atypical lipoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
33889003;;Atüüpiline lobulaarne hüperplaasia;Atypical lobular hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128698005;;Atüüpiline medullaarne kartsinoom;Atypical medullary carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128914005;;Atüüpiline meningioom;Atypical meningioma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703079005;;Atüüpiline papillaarne hüperplaasia;Atypical papillary hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703696007;;Atüüpiline parostaalne osteokondromatoosne proliferatsioon;Bizarre parosteal osteochondromatous proliferation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
388987001;;Atüüpiline polüpoidne adenomüoom;Atypical polypoid adenomyoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
30685006;;Atüüpiline reaktiivne lümfoidhüperplaasia;Atypical lymphoid hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
49654005;;Atüüpiline regeneratsioon;Atypical regeneration (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128792003;;Atüüpiline teratoid/rabdoidkasvaja;Atypical teratoid/rhabdoid tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
373882004;;Atüüpilised endotservikaalsed rakud, tõenäoliselt neoplastilised (AGC-FN);Atypical endocervical cells, favor neoplastic (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
373878001;;Atüüpilised lameepiteeli rakud, ei saa välistada high-grade lamerakulist intraepiteliaalset lesiooni (ASC-H);Atypical squamous cells, cannot exclude high-grade squamous intraepithelial lesion (morphologic abnormality);;0;19.12.2016;;11.09.2017;Eesti Patoloogide Selts;1;Muudetud veerus Nimetus eestikeelste nimetust: Atüüpilised lameepiteeli rakud, ei saa välistada kõrge astme lamerakulist intraepiteliaalset lesiooni (ASC-H) -> Atüüpilised lameepiteeli rakud, ei saa välistada high-grade lamerakulist intraepiteliaalset lesiooni (ASC-H);
373883009;;Atüüpilised näärmeepiteeli rakud, tõenäoliselt neoplastilised (AGC-FN);Atypical glandular cells, favor neoplastic (morphologic abnormality);;0;19.12.2016;;11.09.2017;Eesti Patoloogide Selts;1;Muudetud veerus Nimetus eestikeelset nimetust lühendi osas (AG-FN) -> (AGC-FN);
408335007;;Autoimmuunne hepatiit;Autoimmune hepatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
713654004;;Autoimmuunne kolangiit;Autoimmune cholangitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
448542008;;Autoimmuunne pankreatiit;Autoimmune pancreatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
190454008;;Autoimmuunne paratüreoidiit;Autoimmune parathyroiditis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
85811006;;Autolüüs;Autolysis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
86217007;;Avaskulaarne nekroos;Avascular necrosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
83330001;;Avatud arterioosjuha;Patent ductus arteriosus (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
450916006;;B/müeloidne sega-fenotüüpne äge leukeemia, täpsustamata;Mixed phenotype acute leukemia with myeloid and B-cell lymphoid phenotypes (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
21927003;;Bacillus anthracis;Bacillus anthracis (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
419760006;;Bakteriaalne vaginoos;Bacterial vaginosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud diagnoosi 123829006 Kokobatsillide ülekaaluga mikrofloora muutus;
68532001;;Balantidium coli;Balantidium coli (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
39274007;;Balloonrakuline melanoom;Balloon cell melanoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
8276007;;Balloonrakuline neevus;Balloon cell nevus (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
302914006;;Barretti söögitoru;Barrett's esophagus (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
57044006;;Bartholini näärme juha tsüst;Cyst of Bartholin's gland duct (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125482008;;Basaalmembraani fragmenteerumine;Basement membrane fragmentation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125481001;;Basaalmembraani kahjustus;Basement membrane alteration (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125483003;;Basaalmembraani paksenemine;Basement membrane thickening (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
34603009;;Basaalrakuline adenokartsinoom;Basal cell adenocarcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
27230006;;Basaalrakuline adenoom;Basal cell adenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89855005;;Basaalrakuline hüperplaasia;Basal cell hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
1338007;;Basaalrakuline kartsinoom;Basal cell carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
399487002;;Basaalrakuline kartsinoom nahamanuste diferentseerumisega;Basal cell carcinoma with adnexal differentiation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
30649006;;Basaalrakuline kasvaja;Basal cell tumor of uncertain behavior (morphologic abnormality);;0;19.12.2016;;31.05.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Basal cell tumor, uncertain whether benign or malignant (morphologic abnormality) -> Basal cell tumor of uncertain behavior (morphologic abnormality);
5843004;;Basaloidne kartsinoom;Basaloid carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128634009;;Basaloidne lamerakuline kartsinoom;Basaloid squamous cell carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
37304002;;Basoskvamoosne kartsinoom;Basosquamous carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
58213005;;Batsillaarne angiomatoos;Bacillary angiomatosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
310701003;;Behceti tõbi;Behcet's syndrome (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
103611000119102;;B-hepatiidiviiruse põhjustatud maksatsirroos;Cirrhosis of liver due to hepatitis B (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
30383009;;Bifaasiline mesotelioom;Mesothelioma, biphasic, malignant (morphologic abnormality);;0;19.12.2016;;11.09.2017;Eesti Patoloogide Selts;1;Muudetud veerus Nimetus eestikeelset nimetust Bifaasiline mesotelioom, pahaloomuline -> Bifaasiline mesotelioom;
18588008;;Bifaasiline sünoviaalsarkoom;Synovial sarcoma, biphasic (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
27721004;;Biliaarne hamartoom;Biliary hamartoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
1761006;;Biliaarne maksatsirroos;Biliary cirrhosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
445030005;;Blastne plasmotsütoidne dendriitrakk-kasvaja;Blastic plasmacytoid dendritic cell neoplasm (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
28923009;;Blastocystis hominis;Blastocystis hominis (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
71332006;;Blastomükoosilaadne püoderma;Blastomycosis-like pyoderma (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
65615007;;Blastomyces dermatitidis;Blastomyces dermatitidis (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
450951003;;"B-lümfoblastleukeemia/lümfoom, t(v;11q23.3); KMT2A-ümberkorraldusega";"B lymphoblastic leukemia lymphoma with t(v;11q23); MLL rearranged (morphologic abnormality)";;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
450949002;;B-lümfoblastleukeemia/lümfoom, täpsustamata;B lymphoblastic leukemia lymphoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;31.05.2022;13.12.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1162660006 B lymphoblastic leukemia lymphoma (morphologic abnormality);4- vähk
450952005;;"B-lümfoblastleukeemia/lümfoom, t(12;21)(p13.2;q22.1); ETV6-RUNX1";"B lymphoblastic leukemia lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1) (morphologic abnormality)";;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
450956008;;"B-lümfoblastleukeemia/lümfoom, (t1;19)(q23;p13.3); TCF3-PBX1";"B lymphoblastic leukemia lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1) (morphologic abnormality)";;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
450955007;;"B-lümfoblastleukeemia/lümfoom, t(5;14)(q31.1;q32.1); IGH/IL3";"B lymphoblastic leukemia lymphoma with t(5;14)(q31;q32); IL3-IGH (morphologic abnormality)";;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
450954006;;B-lümfoblastleukeemia/lümfoom, hüpodiploidne (hüpodiploidne ALL);B lymphoblastic leukemia lymphoma with hypodiploidy (Hypodiploid ALL) (morphologic abnormality);;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
450953000;;B-lümfoblastleukeemia/lümfoom, hüperdiploidne;B lymphoblastic leukemia lymphoma with hyperdiploidy (morphologic abnormality);;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
450950002;;"B-lümfoblastleukeemia/lümfoom, t(9;22)(q34.1;q11.2); BCR-ABL 1";"B lymphoblastic leukemia lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 (morphologic abnormality)";;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
84999002;;Boweni tõbi;Bowen's disease (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
5356000;;Bowenoidne papuloos;Bowenoid papulosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128820007;;B-prolümfotsüütleukeemia;Prolymphocytic leukemia, B-cell type (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128798004;;B-rakklümfoom, klassifitseerimatu, difuusse B-suurrakk- ja klassikalise Hodgkini lümfoomi tunnustega;Composite Hodgkin and non-Hodgkin lymphoma (morphologic abnormality);;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
59857007;;Branhiaalne tsüst;Branchial cleft cyst (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
74739000;;Brenneri kasvaja, healoomuline;Brenner tumor (morphologic abnormality);;0;19.12.2016;29.11.2018;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 253051001 Benign Brenner tumor (morphologic abnormality);
42194009;;Brenneri kasvaja, pahaloomuline;Brenner tumor, malignant (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
12295008;;Bronhiektaasia;Bronchiectasis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
125546000;;Bronhiolaarne metaplaasia;Bronchiolization (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
