Tasandi nimetus;Kood;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus;;;;;
kood;ABC56;Lumbaalosa spinaalkanali ja närvijuurte dekompressioon;Decompression of lumbar spinal canal and nerve roots;;3;01.01.2003;;;1;;;;;;
kood;ABC60;Seljaaju tservikaalosa dekompressioon;Decompression of cervical spinal cord;;3;01.01.2003;;;1;;;;;;
kood;ABC63;Seljaaju torakaalosa dekompressioon;Decompression of thoracic spinal cord;;3;01.01.2003;;;1;;;;;;
kood;ABC66;Seljaaju lumbaalosa dekompressioon;Decompression of lumbar spinal cord;;3;01.01.2003;;;1;;;;;;
kood;ABC99;Muu dekomprimeeriv operatsioon seljaajul ja närvijuurtel;Other decompressive operation on spinal cord or nerve root;;3;01.01.2003;;;1;;;;;;
3. tasand;ABD;Operatsioonid seljaajul ja närvijuurtel valu või häiritud funktsiooni tõttu;;;2;01.01.2003;;;1;;;;;;
kood;ABD10;Avatud kordotoomia;Open cordotomy;;3;01.01.2003;;;1;;;;;;
kood;ABD15;Perkutaanne kordotoomia;Percutaneous cordotomy;;3;01.01.2010;;;1;;;;;;
kood;ABD20;Müelotoomia;Myelotomy;;3;01.01.2003;;;1;;;;;;
kood;ABD30;Spinaalse stimulaatori implantatsioon;Implantation of spinal stimulation device;;3;01.01.2003;;;1;;;;;;
kood;ABD32;Ajutise spinaalse stimulaatori implantatsioon;Implantation of temporary spinal stimulation device;;3;01.01.2020;;;1;;;;;;
kood;ABD33;Spinaalse- ja närvijuure stimulaatori revisioon;Revision of spinal and nerve root stimulation device;;3;01.01.2020;;;1;;;;;;
kood;ABD40;Spinaalse süstesüsteemi implantatsioon;Implantation of spinal injection device;;3;01.01.2003;;;1;;;;;;
kood;ABD50;Spinaalse närvijuure transsektsioon valu või häiritud funktsiooni tõttu;Transection of spinal nerve root for pain or impaired function;;3;01.01.2003;;;1;;;;;;
kood;ABD60;Spinaalse elektroodi implanteerimine;Implantation of spinal electrode;;3;01.01.2022;;;1;;;;;;
kood;ABD99;Muu operatsioon seljaajul või närvil valu või häiritud funktsiooni tõttu;Other operation on spinal cord or nerve for pain or impaired function;;3;01.01.2003;;;1;;;;;;
3. tasand;ABE;Operatsioonid lülisamba kaasasündinud malformatsioonide tõttu;;;2;01.01.2003;;;1;;;;;;
kood;ABE10;Müelotseele või meningotseele ekstsisioon ja korrektsioon;Excision and repair of myelocele or meningocele;;3;01.01.2003;;;1;;;;;;
kood;ABE20;Tethered cord’i või diastematomüeelia mobilisatsioon;Mobilisation of tethered cord or diastematomyelia;;3;01.01.2003;;;1;;;;;;
kood;ABE30;Dermaalsiinuse ekstsisioon;Excision of dermal sinus;;3;01.01.2003;;;1;;;;;;
kood;ABE40;Operatsioon hüdromüeelia korral;Operation for hydromyelia;;3;01.01.2003;;;1;;;;;;
kood;ABE50;Oktsipitotservikaalne dekompressioon;Occipitocervical decompression;;3;01.01.2003;;;1;;;;;;
kood;ABE99;Muu operatsioon lülisamba malformatsiooni korral;Other operation for spinal malformation;;3;01.01.2003;;;1;;;;;;
3. tasand;ABW;Muud operatsioonid seljaajul ja närvijuurtel;;;2;01.01.2003;;;1;;;;;;
kood;ABW99;Muu operatsioon seljaajul või närvijuurtel;Other operation on spinal cord or nerve root;;3;01.01.2003;;;1;;;;;;
2. tasand;AC;Perifeersed närvid;;;1;01.01.2003;;;1;;;;;;
kood;AC009;Gonioskoopia;Gonioscopy;;3;01.01.2022;31.12.2022;;1;Uus kood XCD30;;;;;
kood;AC140;Intrakutaanne närvistimulatsioon;Intracutanoues nerve stimulation;;3;01.01.2022;31.12.2022;;1;Uus kood TAC20;;;;;
3. tasand;ACA;Diagnostilised operatsioonid perifeersetel närvidel;;;2;01.01.2003;;;1;;;;;;
kood;ACA11;"Perifeerse närvi eksploratsioon; n. medianus";"Exploration of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACA12;"Perifeerse närvi eksploratsioon; n. radialis";"Exploration of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACA13;"Perifeerse närvi eksploratsioon; n. ulnaris";"Exploration of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACA14;"Perifeerse närvi eksploratsioon; n. peroneus";"Exploration of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACA15;"Perifeerse närvi eksploratsioon; n. tibialis";"Exploration of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACA16;"Perifeerse närvi eksploratsioon; n. ischiadicus";"Exploration of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACA17;"Perifeerse närvi eksploratsioon; plexus lumbalis";"Exploration of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACA18;"Perifeerse närvi eksploratsioon; mlexus brachialis";"Exploration of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACA19;"Perifeerse närvi eksploratsioon; muu või määratlemata";"Exploration of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;ACA21;"Perifeerse närvi biopsia; n. medianus";"Biopsy of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACA22;"Perifeerse närvi biopsia; n. radialis";"Biopsy of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACA23;"Perifeerse närvi biopsia; n. ulnaris";"Biopsy of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACA24;"Perifeerse närvi biopsia; n. peroneus";"Biopsy of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACA25;"Perifeerse närvi biopsia; n. tibialis";"Biopsy of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACA26;"Perifeerse närvi biopsia; n. ischiadicus";"Biopsy of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACA27;"Perifeerse närvi biopsia; plexus lumbalis";"Biopsy of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACA28;"Perifeerse närvi biopsia; mlexus brachialis";"Biopsy of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACA29;"Perifeerse närvi biopsia; muu või määratlemata";"Biopsy of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;ACA91;"Muu diagnostiline operatsioon perifeersel närvil; n. medianus";"Other diagnostic operation on peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACA92;"Muu diagnostiline operatsioon perifeersel närvil; n. radialis";"Other diagnostic operation on peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACA93;"Muu diagnostiline operatsioon perifeersel närvil; n. ulnaris";"Other diagnostic operation on peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACA94;"Muu diagnostiline operatsioon perifeersel närvil; n. peroneus";"Other diagnostic operation on peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACA95;"Muu diagnostiline operatsioon perifeersel närvil; n. tibialis";"Other diagnostic operation on peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACA96;"Muu diagnostiline operatsioon perifeersel närvil; n. ischiadicus";"Other diagnostic operation on peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACA97;"Muu diagnostiline operatsioon perifeersel närvil; plexus lumbalis";"Other diagnostic operation on peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACA98;"Muu diagnostiline operatsioon perifeersel närvil; mlexus brachialis";"Other diagnostic operation on peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACA99;"Muu diagnostiline operatsioon perifeersel närvil; muu või määratlemata";"Other diagnostic operation on peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;ACB;Operatsioonid perifeersete närvide kahjustuse puhul;;;2;01.01.2003;;;1;;;;;;
kood;ACB11;"Perifeerse närvi kahjustuse ekstsisioon; n. medianus";"Excision of lesion of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACB12;"Perifeerse närvi kahjustuse ekstsisioon; n. radialis";"Excision of lesion of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACB13;"Perifeerse närvi kahjustuse ekstsisioon; n. ulnaris";"Excision of lesion of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACB14;"Perifeerse närvi kahjustuse ekstsisioon; n. peroneus";"Excision of lesion of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACB15;"Perifeerse närvi kahjustuse ekstsisioon; n. tibialis";"Excision of lesion of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACB16;"Perifeerse närvi kahjustuse ekstsisioon; n. ischiadicus";"Excision of lesion of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACB17;"Perifeerse närvi kahjustuse ekstsisioon; plexus lumbalis";"Excision of lesion of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACB18;"Perifeerse närvi kahjustuse ekstsisioon; mlexus brachialis";"Excision of lesion of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACB19;"Perifeerse närvi kahjustuse ekstsisioon; muu või määratlemata";"Excision of lesion of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;ACB21;"Perifeerse närvi õmblus; n. medianus";"Suture of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACB22;"Perifeerse närvi õmblus; n. radialis";"Suture of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACB23;"Perifeerse närvi õmblus; n. ulnaris";"Suture of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACB24;"Perifeerse närvi õmblus; n. peroneus";"Suture of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACB25;"Perifeerse närvi õmblus; n. tibialis";"Suture of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACB26;"Perifeerse närvi õmblus; n. ischiadicus";"Suture of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACB27;"Perifeerse närvi õmblus; plexus lumbalis";"Suture of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACB28;"Perifeerse närvi õmblus; mlexus brachialis";"Suture of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACB29;"Perifeerse närvi õmblus; muu või määratlemata";"Suture of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;ACB91;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. medianus";"Other operation for lesion of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACB92;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. radialis";"Other operation for lesion of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACB93;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. ulnaris";"Other operation for lesion of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACB94;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. peroneus";"Other operation for lesion of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACB95;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. tibialis";"Other operation for lesion of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACB96;"Muu operatsioon perifeerse närvi kahjustuse puhul; n. ischiadicus";"Other operation for lesion of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACB97;"Muu operatsioon perifeerse närvi kahjustuse puhul; plexus lumbalis";"Other operation for lesion of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACB98;"Muu operatsioon perifeerse närvi kahjustuse puhul; mlexus brachialis";"Other operation for lesion of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACB99;"Muu operatsioon perifeerse närvi kahjustuse puhul; muu või määratlemata";"Other operation for lesion of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;ACC;Operatsioonid perifeersete närvide häiritud funktsiooni korral;;;2;01.01.2003;;;1;;;;;;
kood;ACC11;"Perifeerse närvi transtsisioon; n. medianus";"Transcision of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACC12;"Perifeerse närvi transtsisioon; n. radialis";"Transcision of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACC13;"Perifeerse närvi transtsisioon; n. ulnaris";"Transcision of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACC14;"Perifeerse närvi transtsisioon; n. peroneus";"Transcision of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACC15;"Perifeerse närvi transtsisioon; n. tibialis";"Transcision of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACC16;"Perifeerse närvi transtsisioon; n. ischiadicus";"Transcision of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACC17;"Perifeerse närvi transtsisioon; plexus lumbalis";"Transcision of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC18;"Perifeerse närvi transtsisioon; mlexus brachialis";"Transcision of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC19;"Perifeerse närvi transtsisioon; muu või määratlemata";"Transcision of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;ACC21;"Perifeerse närvi rekonstruktsioon; n. medianus";"Reconstruction of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACC22;"Perifeerse närvi rekonstruktsioon; n. radialis";"Reconstruction of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACC23;"Perifeerse närvi rekonstruktsioon; n. ulnaris";"Reconstruction of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACC24;"Perifeerse närvi rekonstruktsioon; n. peroneus";"Reconstruction of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACC25;"Perifeerse närvi rekonstruktsioon; n. tibialis";"Reconstruction of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACC26;"Perifeerse närvi rekonstruktsioon; n. ischiadicus";"Reconstruction of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACC27;"Perifeerse närvi rekonstruktsioon; plexus lumbalis";"Reconstruction of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC28;"Perifeerse närvi rekonstruktsioon; mlexus brachialis";"Reconstruction of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC29;"Perifeerse närvi rekonstruktsioon; muu või määratlemata";"Reconstruction of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;ACC41;"Perifeerse närvi transpositsioon; n. medianus";"Transposition of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACC42;"Perifeerse närvi transpositsioon; n. radialis";"Transposition of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACC43;"Perifeerse närvi transpositsioon; n. ulnaris";"Transposition of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACC44;"Perifeerse närvi transpositsioon; n. peroneus";"Transposition of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACC45;"Perifeerse närvi transpositsioon; n. tibialis";"Transposition of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACC46;"Perifeerse närvi transpositsioon; n. ischiadicus";"Transposition of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACC47;"Perifeerse närvi transpositsioon; plexus lumbalis";"Transposition of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC48;"Perifeerse närvi transpositsioon; mlexus brachialis";"Transposition of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC49;"Perifeerse närvi transpositsioon; muu või määratlemata";"Transposition of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;ACC51;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. medianus";"Decompression and freeing of adhesions of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACC52;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. radialis";"Decompression and freeing of adhesions of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACC53;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. ulnaris";"Decompression and freeing of adhesions of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACC54;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. peroneus";"Decompression and freeing of adhesions of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACC55;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. tibialis";"Decompression and freeing of adhesions of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACC56;"Perifeerse närvi liidetest vabastamine ja dekompressioon; n. ischiadicus";"Decompression and freeing of adhesions of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACC57;"Perifeerse närvi liidetest vabastamine ja dekompressioon; plexus lumbalis";"Decompression and freeing of adhesions of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC58;"Perifeerse närvi liidetest vabastamine ja dekompressioon; mlexus brachialis";"Decompression and freeing of adhesions of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC59;"Perifeerse närvi liidetest vabastamine ja dekompressioon; muu või määratlemata";"Decompression and freeing of adhesions of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;ACC91;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. medianus";"Other operation for impaired function of peripheral nerve; median";;3;01.01.2003;;;1;;;;;;
kood;ACC92;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. radialis";"Other operation for impaired function of peripheral nerve; radial";;3;01.01.2003;;;1;;;;;;
kood;ACC93;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. ulnaris";"Other operation for impaired function of peripheral nerve; ulnar";;3;01.01.2003;;;1;;;;;;
kood;ACC94;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. peroneus";"Other operation for impaired function of peripheral nerve; peroneal";;3;01.01.2003;;;1;;;;;;
kood;ACC95;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. tibialis";"Other operation for impaired function of peripheral nerve; tibial";;3;01.01.2003;;;1;;;;;;
kood;ACC96;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; n. ischiadicus";"Other operation for impaired function of peripheral nerve; sciatic";;3;01.01.2003;;;1;;;;;;
kood;ACC97;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; plexus lumbalis";"Other operation for impaired function of peripheral nerve; lumbar plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC98;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; mlexus brachialis";"Other operation for impaired function of peripheral nerve; brachial plexus";;3;01.01.2003;;;1;;;;;;
kood;ACC99;"Muu operatsioon perifeerse närvi häiritud funktsiooni korral; muu või määratlemata";"Other operation for impaired function of peripheral nerve; other or unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;ACW;Muud operatsioonid perifeersetel närvidel;;;2;01.01.2003;;;1;;;;;;
kood;ACW99;Muu operatsioon perifeersel närvil;Other operation on peripheral nerve;;3;01.01.2003;;;1;;;;;;
2. tasand;AD;Autonoomne närvisüsteem;;;1;01.01.2003;;;1;;;;;;
kood;AD021;Tsütoloogilise uuringumaterjali võtmine ninast ;Nasal probe taking for cytology;;3;01.01.2022;31.12.2022;;1;Uus kood TDH20 ;;;;;
3. tasand;ADA;Operatsioonid sümpaatilistel närvidel;;;2;01.01.2003;;;1;;;;;;
kood;ADA10;Tservikaalsümpatektoomia;Cervical sympathectomy;;3;01.01.2003;;;1;;;;;;
kood;ADA20;Torakaalsümpatektoomia;Thoracic sympathectomy;;3;01.01.2003;;;1;;;;;;
kood;ADA21;Torakoskoopiline sümpatektoomia;Thoracoscopic sympathectomy;;3;01.01.2022;;;1;;;;;;
kood;ADA30;Lumbaalsümpatektoomia;Lumbal sympathectomy;;3;01.01.2003;;;1;;;;;;
kood;ADA99;Muu operatsioon sümpaatilisel närvil;Other operation on sympathetic nerve;;3;01.01.2003;;;1;;;;;;
3. tasand;ADB;Operatsioonid n. vagusel;;;2;01.01.2003;;;1;;;;;;
kood;ADB00;N. vagus’t stimuleeriva vahendi asetamine;Implantation of vagus nerve stimulating device;;3;01.01.2003;;;1;;;;;;
3. tasand;ADW;Muud operatsioonid autonoomsel närvisüsteemil;;;2;01.01.2003;;;1;;;;;;
kood;ADW99;Muu operatsioon autonoomsel närvisüsteemil;Other operation on autonomic nervous system;;3;01.01.2003;;;1;;;;;;
2. tasand;AE;Mitmesugused operatsioonid närvisüsteemil;;;1;01.01.2003;;;1;;;;;;
3. tasand;AEA;Operatsioonid stimulatsiooni- ja süstevahenditel närvisüsteemis;;;2;01.01.2003;;;1;;;;;;
kood;AEA00;Stimulatsioonivahendi impulssgeneraatori asendamine närvisüsteemis;Replacement of impulse generator of stimulation device in the nervous system;;3;01.01.2003;;;1;;;;;;
kood;AEA01;Ajusisese elektroonilise stimulaatori paigaldamine või seadistamine;Insertion or adjustment of electronic stimulator of intracerebral electrodes;;3;01.01.2023;;;1;;;;;;
kood;AEA02;Närvisüsteemi stimulaatori elektroodi vahetus;Exchange of electrode to nervous system stimulation device;;3;01.01.2022;;;1;;;;;;
kood;AEA20;Stimulatsioonivahendi impulssgeneraatori eemaldamine närvisüsteemist;Removal of impulse generator of stimulation device in the nervous system;;3;01.01.2003;;;1;;;;;;
kood;AEA23;Intrakraniaalse elektroodi eemaldamine;Removal of intracranial electrode;;3;01.01.2003;;;1;;;;;;
kood;AEA24;Seljaaju stimulatsiooni elektroodi eemaldamine;Removal of spinal stimulation electrode;;3;01.01.2003;;;1;;;;;;
